Id,Sales
1,4629.59
857,5393.4
1713,5128.18
2569,5115.16666667
4281,4685.97190476
5137,3937.26333333
5993,3786.46
6849,3765.37
7705,4027.91666667
8561,3993.96666667
10273,5026.36190476
11129,4538.7
11985,4697.4
12841,5708.5
13697,5144.9
14553,6232.6
16265,5123.05
17121,4813.5
17977,3608.75166667
18833,3575.81666667
19689,3637.60833333
20545,6488.46666667
22257,4111.36666667
23113,4152.9
23969,4356.3
24825,4451.53
25681,5127.00714286
26537,5653.1
28249,4363.7
29105,4022.74666667
29961,3580.9
30817,3736.42
31673,3537.15
32529,3943.23333333
34241,4180.2
35097,4492.85
35953,4390.24
36809,5080.06857143
37665,5154.15416667
38521,5826.425
40233,5277.825
2,8129.52
858,8545.67666667
1714,8965.28
2570,9581.31964286
4282,4136.12690476
5138,6373.54285714
5994,5690.93833333
6850,5673.37777778
7706,5696.9
8562,5412.3
10274,4448.46055556
11130,8261.41666667
11986,8621.78333333
12842,8344.88333333
13698,7829.85833333
14554,14008.2
16266,5748.935
17122,6666.34285714
17978,5806.56333333
18834,4998.62404762
19690,5165.25833333
20546,5791.84166667
22258,4104.3
23114,7882.0
23970,6960.795
24826,8223.08
25682,8836.60952381
26538,9939.92666667
28250,4233.92928571
29106,6364.21666667
29962,5165.72166667
30818,5487.28833333
31674,5652.33333333
32530,6307.50833333
34242,3977.99444444
35098,7239.76666667
35954,7833.74166667
36810,8199.79321429
37666,9152.065
38522,10614.3033333
40234,4908.575
3,9856.37333333
859,9634.48333333
1715,13334.9
2571,13384.2666667
4283,5537.99547619
5139,8680.345
5995,7541.6
6851,7887.57619048
7707,8115.63333333
8563,8987.23333333
10275,5517.56428571
11131,9756.61666667
11987,9917.43333333
12843,9713.0
13699,12595.73
14555,13417.6
16267,6547.68214286
17123,9882.0
17979,7709.96666667
18835,8192.35
19691,8315.1
20547,9309.3
22259,5679.00472222
23115,9652.35
23971,10091.52
24827,9781.06666667
25683,11788.61
26539,12697.1033333
28251,5420.71444444
29107,10038.12
29963,9009.8
30819,8644.2
31675,10342.3
32531,9684.15
34243,6075.17857143
35099,10195.22
35955,10822.1
36811,9861.6
37667,12741.8366667
38523,14139.2285714
40235,6534.62142857
4,7666.45833333
860,6987.3
1716,8451.2
2572,8564.75
4284,2771.14904762
5140,4398.74166667
5996,5531.34
6852,4395.52333333
7708,4586.93333333
8564,5035.13333333
10276,2580.30666667
11132,5288.06666667
11988,6919.45
12844,6772.68333333
13700,8253.03333333
14556,9297.95
16268,3172.21666667
17124,4307.2
17980,4876.5
18836,3559.1
19692,4361.4
20548,5888.86
22260,2993.425
23116,5027.15333333
23972,6337.68142857
24828,5536.83333333
25684,6603.05
26540,7813.94666667
28252,2890.04666667
29108,4320.875
29964,4659.88333333
30820,4080.3
31676,4353.81666667
32532,4602.25
34244,2887.75833333
35100,5251.36285714
35956,6665.925
36812,5827.1
37668,7211.03333333
38524,8152.55
40236,3316.72380952
5,7330.86095238
861,6939.25
1717,7905.65595238
2573,9403.9
4285,5745.86047619
5141,5612.82857143
5997,5412.74722222
6853,5482.82083333
7709,5145.85333333
8565,6349.2
10277,5250.98888889
11133,7247.625
11989,7187.2
12845,7496.92380952
13701,7753.2
14557,9933.2
16269,6709.60833333
17125,5783.42714286
17981,5109.43
18837,4870.98190476
19693,5041.7
20549,5358.29166667
22261,6143.88619048
23117,6124.38333333
23973,5865.605
24829,6196.06
25685,7534.7952381
26541,8557.89666667
28253,5939.055
29109,5550.36666667
29965,5241.265
30821,4946.41
31677,5963.375
32533,6437.6
34245,6037.19444444
35101,6759.0547619
35957,7311.03333333
36813,7234.38535714
37669,7766.78333333
38525,10282.7666667
40237,6244.8
6,6047.8
862,6537.71666667
1718,6739.46666667
2574,7299.61666667
4286,4667.7247619
5142,5326.7
5998,4732.56666667
6854,4475.9
7710,5008.18333333
8566,5630.54
10278,4633.96666667
11134,5467.2
11990,6033.695
12846,6303.52
13702,5933.42
14558,7165.1
16270,5023.0
17126,5699.4
17982,4843.8
18838,3685.9
19694,4684.1
20550,7639.4
22262,4068.33333333
23118,4728.4
23974,4585.36166667
24830,5322.86666667
25686,5562.2
26542,6838.03333333
28254,4110.1
29110,5274.23333333
29966,4293.3
30822,4322.4
31678,5095.8
32534,5643.95
34246,4496.11
35102,6229.7
35958,5897.4
36814,5355.26666667
37670,6270.1
38526,7438.0
40238,4591.62142857
7,9628.89
863,10263.3933333
1719,11053.2
2575,11169.0
4287,5850.24880952
5143,7149.4
5999,7086.03333333
6855,7607.71
7711,6889.76666667
8567,7617.1
10279,5916.59166667
11135,7884.54666667
11991,8649.01428571
12847,9971.875
13703,9212.5
14559,12265.4666667
16271,8279.93333333
17127,8738.2
17983,6149.8
18839,7455.52380952
19695,6664.7
20551,11739.9666667
22263,6378.21309524
23119,7760.00333333
23975,7919.31
24831,8563.03333333
25687,8862.15
26543,9933.495
28255,6333.01333333
29111,7376.66166667
29967,6557.31666667
30823,6945.83238095
31679,7222.0
32535,7255.7
34247,6242.69666667
35103,7914.88035714
35959,8158.43333333
36815,8673.925
37671,9133.75
38527,11070.2766667
40239,6520.59404762
8,9062.45
864,10306.4816667
1720,10582.8666667
2576,12039.775
4288,6064.24880952
5144,6818.16666667
6000,6395.78
6856,6735.59333333
7712,5891.23333333
8568,6193.345
10280,6113.22416667
11136,7669.41166667
11992,8040.35
12848,8374.33333333
13704,7437.06666667
14560,14084.25
16272,6941.33333333
17128,6406.7
17984,6320.1
18840,6263.83333333
19696,6408.15
20552,8964.97
22264,6386.35833333
23120,7404.94
23976,7871.97238095
24832,7849.35
25688,9377.3
26544,10497.4166667
28256,6154.08333333
29112,5963.09333333
29968,5513.36666667
30824,5671.45
31680,5897.23333333
32536,6112.05
34248,6278.65333333
35104,7824.3647619
35960,8202.79047619
36816,8355.38333333
37672,8814.10333333
38528,11320.87
40240,6443.05416667
9,5984.17666667
865,6055.55
1721,6793.85833333
2577,8043.0
4289,4323.74
5145,4058.9
6001,3469.4
6857,3509.2
7713,3537.6
8569,4065.7
10281,4173.9202381
11137,6618.3
11993,6744.1
12849,6106.8
13705,6809.2
14561,7970.6
16273,4538.45
17129,3899.325
17985,3396.6
18841,3982.24666667
19697,4274.90416667
20553,5762.05
22265,4430.1725
23121,7071.9
23977,6053.625
24833,6079.36666667
25689,6269.62
26545,7335.675
29113,3800.01666667
29969,3229.62857143
30825,3391.65833333
31681,3465.4
32537,3324.4
35105,6381.9
35961,5645.53333333
36817,5912.6
37673,6218.45
38529,8451.45
40241,4530.77333333
10,6293.97285714
866,6177.155
1722,6792.37333333
2578,7568.425
4290,3441.42011905
5146,5349.0
6002,5155.73333333
6858,4943.84166667
7714,4783.1
8570,5542.0
10282,3074.89444444
11138,6502.15
11994,6397.6
12850,6130.33333333
13706,6773.64166667
14562,11228.8
16274,4162.08
17130,5209.17047619
17986,4793.77333333
18842,4487.23738095
19698,4499.00833333
20554,5484.96666667
22266,3539.66619048
23122,6208.61666667
23978,5593.64
24834,6307.955
25690,6743.8952381
26546,8459.29333333
28258,3521.80928571
29114,5279.08333333
29970,4706.06333333
30826,4747.0
31682,5339.44285714
32538,5400.98
34250,3343.47777778
35106,5747.0
35962,5908.25
36818,6076.05428571
37674,6734.95
38530,7296.34
40242,3695.40833333
11,7838.55
867,8265.03166667
1723,8396.83333333
2579,9626.3
4291,5552.01547619
5147,6663.09166667
6003,5652.46
6859,5587.17666667
7715,5447.63333333
8571,5357.26666667
10283,5446.57083333
11139,6858.05333333
11995,7014.0
12851,6938.05
13707,7103.3
14563,12138.75
16275,6998.60833333
17131,7744.5
17987,6280.9
18843,5164.23333333
19699,5421.8
20555,8000.2
22267,5121.63690476
23123,7260.75666667
23979,6769.12142857
24835,6923.125
25691,7782.25
26547,9062.24
28259,5443.22666667
29115,5921.46
29971,5387.93333333
30827,5113.39
31683,5225.15
32539,5314.75
34251,5776.51333333
35107,7717.83571429
35963,7596.71666667
36819,7119.66666667
37675,6738.05238095
38531,8944.24
40243,6185.42083333
12,8842.69047619
868,9083.51666667
1724,10149.7
2580,10518.9857143
4292,5195.22611111
5148,6600.8
6004,6861.0
6860,7171.9
7716,7775.58
8572,6608.34
10284,5032.35
11140,7981.02
11996,8863.55714286
12852,9838.05714286
13708,9354.03333333
14564,11033.4
16276,5509.49761905
17132,7654.435
17988,6911.23333333
18844,6282.5
19700,7116.48
20556,9123.6
22268,4944.62833333
23124,7706.4
23980,8060.15
24836,8450.83
25692,8513.3
26548,9771.58571429
28260,5526.4947619
29116,6414.775
29972,6481.59
30828,6693.0
31684,7297.46666667
32540,7024.06666667
34252,5357.475
35108,8073.30142857
35964,8144.275
36820,8382.15047619
37676,9055.15333333
38532,11178.375
40244,5621.93333333
13,7711.58142857
869,7490.46222222
1725,7791.1
2581,9073.03035714
4293,3871.27047619
5149,6254.54285714
6005,5741.57
6861,5699.55861111
7717,5641.85
8573,6220.2
10285,3981.66222222
11141,7682.66666667
11997,7461.85
12853,7901.91666667
13709,8353.71666667
14565,10034.8
16277,4919.33
17133,6927.11095238
17989,5985.15
18845,5159.99833333
19701,5308.275
20557,5610.39166667
22269,4081.01380952
23125,7382.84166667
23981,6192.5
24837,6516.90333333
25693,7668.13619048
26549,9016.59
28261,4210.88
29117,6046.96666667
29973,5242.49333333
30829,5122.45333333
31685,5996.09857143
32541,6104.06
34253,4157.75
35109,7634.46190476
35965,7736.33333333
36821,7270.56142857
37677,8334.44166667
38533,10550.78
40245,4485.73333333
14,10296.715
870,8705.91666667
1726,9745.175
2582,10846.3
4294,5586.8
5150,6586.2
6006,8676.0
6862,8406.0
7718,9260.4
8574,9248.9
10286,5197.88666667
11142,8273.95
11998,9671.0
12854,10013.2
13710,9088.7
14566,9743.86666667
16278,5169.08666667
17134,6472.4
17990,8832.49333333
18846,8296.85
19702,5581.1
20558,9320.51666667
22270,5203.65333333
23126,7382.22
23982,9132.3
24838,8007.16666667
25694,8644.55
26550,9636.375
29118,6454.66666667
29974,8208.05833333
30830,6379.44
31686,6520.26
32542,7549.35238095
34254,4767.68333333
35110,7738.06666667
35966,8965.2
36822,8624.65
37678,8252.78333333
38534,10008.75
40246,5486.14666667
15,6631.52
871,6156.45
1727,6771.73333333
2583,8099.15714286
4295,5219.95
5151,4345.86666667
6007,4080.65
6863,3806.03333333
7719,4435.04
8575,3964.8
10287,5314.76666667
11143,6040.155
11999,6574.31428571
12855,6652.1
13711,5800.63333333
14567,11286.2
16279,5763.03809524
17135,4777.84
17991,4143.7
18847,3971.28333333
19703,3726.50333333
20559,6316.8
22271,4787.39261905
23127,6726.15
23983,5669.01666667
24839,6347.35
25695,6577.2
26551,8005.84285714
28263,5134.51904762
29119,3884.7
29975,3935.0
30831,3714.7
31687,3520.25
32543,4095.2
34255,4929.75857143
35111,6500.77
35967,5950.15
36823,5962.6
37679,8096.48666667
38535,9473.055
40247,5220.32333333
16,4980.48333333
872,4950.93833333
1728,5741.725
2584,6433.16666667
4296,2881.08333333
5152,4133.5
6008,4037.3
6864,3848.8
7720,3916.4
8576,4138.86666667
10288,3076.43333333
11144,6123.5
12000,5752.25
12856,5536.8
13712,5345.9
14568,5843.825
16280,2890.73333333
17136,4625.85
17992,3627.85
18848,3991.3
19704,3771.98
20560,6575.5
22272,3542.52261905
23128,5792.99166667
23984,4397.19166667
24840,4299.56666667
25696,4288.36666667
26552,5878.10833333
29120,3904.25
29976,3491.21666667
30832,2902.26666667
31688,4020.08833333
32544,4293.0
34256,3372.865
35112,5428.1
35968,5201.53333333
36824,4769.6
37680,4930.05
38536,6922.88333333
40248,3804.53666667
17,6454.75
873,6121.85
1729,6605.70666667
2585,8354.98666667
4297,4390.3022619
5153,5402.91
6009,4382.47333333
6865,4310.92
7721,4079.52666667
8577,4242.5
10289,4431.40333333
11145,6182.6
12001,5954.8
12857,6952.6
13713,7052.9
14569,9371.2
16281,4765.965
17137,4959.23333333
17993,4174.36
18849,4059.39285714
19705,3871.45
20561,6198.66666667
22273,4304.45904762
23129,5734.275
23985,5757.43833333
