Id,Sales
1,4553.37833333
857,5293.16666667
1713,5480.4
2569,5456.4
4281,4725.59916667
5137,3996.625
5993,3835.27142857
6849,3927.18333333
7705,4007.215
8561,4129.27333333
10273,5001.87666667
11129,4772.4
11985,4972.93333333
12841,5686.1
13697,5270.0
14553,6353.8
16265,5300.04166667
17121,5213.6
17977,3859.09166667
18833,3495.26833333
19689,3419.83333333
20545,6525.16666667
22257,4030.05833333
23113,4300.32
23969,4552.0
24825,4377.5
25681,4935.025
26537,5819.2
28249,4427.62
29105,3929.7
29961,3564.55
30817,3729.875
31673,3846.63666667
32529,3997.3
34241,4185.82857143
35097,4450.3
35953,4521.9
36809,5017.49833333
37665,5101.96666667
38521,5783.515
40233,4927.52857143
2,8336.13333333
858,8604.08333333
1714,9310.68
2570,9823.55
4282,4066.40083333
5138,6405.85
5994,5898.15
6850,5626.8
7706,5502.26666667
8562,5416.175
10274,4548.81666667
11130,7871.90833333
11986,8004.7
12842,8226.16666667
13698,7909.47833333
14554,13742.6
16266,5715.39452381
17122,6838.86
17978,5690.2
18834,5197.99285714
19690,5114.03444444
20546,5631.065
22258,4131.84738095
23114,7810.2047619
23970,6969.075
24826,8114.84285714
25682,8916.79166667
26538,9838.51904762
28250,4274.95166667
29106,6301.15166667
29962,5187.00595238
30818,5350.10333333
31674,5639.83
32530,5981.44666667
34242,3915.77944444
35098,7309.22619048
35954,7961.78166667
36810,7849.48190476
37666,9078.97
38522,10609.6138095
40234,4917.11833333
3,9803.93333333
859,10129.09
1715,13223.18
2571,13571.6
4283,5176.33166667
5139,8391.96
5995,7895.4
6851,7616.43333333
7707,7641.9
8563,8615.7
10275,5357.19142857
11131,9831.4
11987,9524.33333333
12843,10110.8833333
13699,12306.4166667
14555,13204.775
16267,7099.63333333
17123,10294.3
17979,8325.4
18835,7655.0
19691,7978.2
20547,10036.4
22259,5683.09404762
23115,10754.18
23971,10448.6666667
24827,9454.41666667
25683,11230.802381
26539,13374.125
28251,5602.7122619
29107,10166.0333333
29963,8775.5
30819,8272.3
31675,10556.2
32531,9680.2
34243,6025.77333333
35099,9902.7
35955,10432.64
36811,9323.17428571
37667,13100.275
38523,14285.9133333
40235,6553.18142857
4,8166.35
860,6955.63333333
1716,8378.18666667
2572,8460.05
4284,2678.04222222
5140,4393.51666667
5996,5460.82
6852,4439.15333333
7708,4402.45833333
8564,5128.65
10276,2812.94214286
11132,5112.675
11988,7047.4
12844,6461.96666667
13700,8142.8
14556,9118.44
16268,3786.71222222
17124,4494.8
17980,4907.3
18836,3742.45
19692,4396.94166667
20548,4676.65
22260,2872.8
23116,5545.33333333
23972,6301.88035714
24828,5619.06666667
25684,6691.675
26540,7835.34
28252,2920.2947619
29108,4793.775
29964,5014.2
30820,4090.15
31676,4577.075
32532,4561.43333333
34244,2882.7575
35100,5279.53333333
35956,6519.785
36812,5714.2
37668,6899.0
38524,7918.5
40236,3341.145
5,7019.145
861,7397.98666667
1717,8346.70333333
2573,10050.35
4285,5875.51083333
5141,5629.81666667
5997,5510.64285714
6853,5588.0
7709,5134.13333333
8565,6440.6
10277,5586.56666667
11133,6905.10833333
11989,6663.43333333
12845,7388.03333333
13701,8223.23833333
14557,10120.1333333
16269,6656.58785714
17125,5855.695
17981,5124.31666667
18837,4633.46285714
19693,4926.97111111
20549,5570.20833333
22261,6227.405
23117,5995.7652381
23973,6215.41944444
24829,5944.62857143
25685,7065.84166667
26541,9117.01011905
28253,6100.70166667
29109,5508.82
29965,5288.16428571
30821,4775.94
31677,5975.19
32533,6384.59333333
34245,5850.67166667
35101,6697.19
35957,6606.795
36813,6931.2102381
37669,7758.3
38525,10312.8852381
40237,6007.79333333
6,6028.5
862,6461.11666667
1718,6831.66666667
2574,7390.61666667
4286,4595.7
5142,5452.46666667
5998,4695.1
6854,4065.92666667
7710,4929.06666667
8566,5621.4
10278,4744.96388889
11134,5544.7
11990,5721.9
12846,6228.8
13702,6060.8
14558,7150.6
16270,5017.5
17126,5768.86666667
17982,4640.06666667
18838,3955.26666667
19694,5399.2
20550,6832.5
22262,4089.26333333
23118,4946.13
23974,4882.28333333
24830,5120.03333333
25686,5759.575
26542,6788.03333333
28254,4355.025
29110,6017.6
29966,4350.0
30822,4438.77
31678,5153.2
32534,5569.64
34246,4412.36666667
35102,6224.3
35958,5713.0
36814,5321.525
37670,6289.61666667
38526,7313.9
40238,4975.1
7,9380.96
863,9643.36666667
1719,11109.36
2575,10829.5
4287,5961.68444444
5143,7228.76666667
5999,6945.84
6855,7778.65
7711,6372.7
8567,7488.18333333
10279,6141.91916667
11135,8006.635
11991,8754.3
12847,9759.63333333
13703,9374.23333333
14559,11983.52
16271,9989.62222222
17127,8530.6
17983,6418.1
18839,7323.8
19695,9036.5
20551,7335.0
22263,6269.23333333
23119,7579.91833333
23975,7758.2952381
24831,8518.5
25687,8490.85
26543,10005.785
28255,6244.37333333
29111,7765.725
29967,6512.30833333
30823,6782.26
31679,7350.63333333
32535,7407.5
34247,6424.28666667
35103,7589.275
35959,7866.39666667
36815,8831.51916667
37671,9192.18333333
38527,10959.845
40239,6566.65
8,9068.50333333
864,9298.325
1720,10552.6
2576,11782.85
4288,6082.45
5144,6520.29166667
6000,6415.49
6856,6714.53333333
7712,5838.53333333
8568,6525.175
10280,6311.23357143
11136,7499.46
11992,7931.56666667
12848,7723.83333333
13704,7880.93333333
14560,14029.5
16272,8112.23333333
17128,6969.1
17984,6564.2
